SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
77,395134,"Stockton, CA",Msa,1.000610946870733,1.0005166117908397,1.000283307308104,0.992873598136756,1,1.0016977928692699,0.9737113605527998,0.9733453129679545,0.9781279897948336,0.9818765771966047,0.9652509652509652,0.9398496240601504,0.9536784741144414,0.942488940180804,0.9564002054855714,0.9502604166666666,0.9518864659051575,0.9747751333791306,0.9697902416780666,0.9760114325136746,0.9778142974527527,0.9577314071696095,0.9717314487632509,0.971655029250802,0.9600029538640954,0.9693877551020408,0.9693558474046279,0.9824561403508771,1,0.9987745098039216,1,1.0005729139585933,1.000585565802957,1.0045170415726044,1,1,1.001536529040171,1,1.0074324942791764,1.0108811354228266,1.015625,1.019579081632653,1.005050505050505,1.0153846153846153,1.0077120822622108,1.0002222716159146,1,0.9903375177323948,0.9885386819484241,0.9877315056016733,0.9949780397595931,0.9909221607158765,0.9949748743718593,0.9896354808739666,0.9910913140311804,0.990909090909091,0.9861111111111112,0.9818405663281009,0.9732485443666318,0.9765892814049933,0.9708923812561684,0.9810194787978976,0.9836612204068023,0.9867391868902047,0.994998208942644,1,0.9948482542554297,0.9878903893336217,0.9878912880432638,0.9931506849315068,0.9766882209593071,0.981447060443343,0.9832621808456626,0.985855142285551,1,1,1,1,1,1,0.9946942181815837,0.9840174165457185,0.980653769179453,0.9858542382156086,0.9866666666666667,0.9873749670244972,1,1,1,1,1,1,1,1,0.9867673710711686,0.9895848068218265,0.9885271143157579,0.9974358974358974,1,1,1,1,1,0.996551724137931,0.9890628735357399,0.9816570535928864,0.9772093785866536,0.9717646252590302
78,394457,"Charleston, SC",Msa,0.8369227002604109,0.8787541713014461,0.8886628235560077,0.8939106820782743,0.8906976744186047,0.8955151515151515,0.8916666666666667,0.9154711481550815,0.9038275314098425,0.9064,0.9022851361436153,0.8796355993805506,0.859375,0.8988877654196158,0.8916793533420329,0.8765652951699463,0.8947368421052632,0.910026455026455,0.9094000088429057,0.90370871160904,0.8859673539177286,0.9061785865425307,0.889239662072032,0.8988095238095238,0.9032258064516129,0.8936536585365854,0.886913393983066,0.9121621621621622,0.9205960784313726,0.9191673425250068,0.927015732546706,0.9351055900621118,0.9210526315789473,0.9311273566756445,0.9302325581395349,0.9164946801049954,0.9310344827586207,0.9257136792953412,0.93254662004662,0.9374739474781159,0.9466232806339487,0.9516749159123847,0.9500031666772223,0.9523809523809523,0.9475190764161204,0.95,0.9423076923076923,0.9371785714285714,0.9404231927888714,0.94972067039106145,0.9486689219002794,0.9585472213681616,0.9563953258070905,0.9614457831325302,0.949748743718593,0.9550615274277465,0.9549934872508296,0.9512402032907585,0.9470156886985445,0.9552845460891533,0.9370816599732262,0.9406738616275034,0.9542129208371246,0.9624695121951219,0.9676328080666987,0.9698996655518395,0.9646333726094445,0.9672577716254045,0.9643174862273005,0.9607843137254902,0.9609342270632593,0.9518874643874644,0.9552238805970149,0.959957805907173,0.9668888888888889,0.9683103282199473,0.9728678094436849,0.9733017205795,0.972972972972973,0.972972972972973,0.9709764615492072,0.97,0.967373572593801,0.9645630056946586,0.962345948304068,0.96875,0.9695885509838998,0.974025974025974,0.9755554348416535,0.976,0.9715177526336325,0.9725055268975682,0.9688048541814481,0.9690909090909091,0.9666666666666667,0.963645457576768,0.9647058823529412,0.9639871233701568,0.9750675675675675,0.975609756097561,0.9782125389061805,0.9775822643368131,0.9756511891279728,0.9746031746031746,0.9674728940783986,0.9691569624405445,0.9626304940488064,0.9615384615384616
79,395143,"Syracuse, NY",Msa,0.9372156505914467,0.9206007402961185,0.9406867307891199,0.9372636099655938,0.9461308484159885,0.9490955727418666,0.9436578171091445,0.9433962264150944,0.9443099273607748,0.9237875288683602,0.9229914530443004,0.9263157894736842,0.9234665427509294,0.918322247992404,0.9150651146458882,0.9386733416770964,0.9324359559350759,0.9405405405405406,0.9346990957173514,0.9496119930827982,0.9348914858096828,0.9277831118298044,0.9222222222222223,0.9201222753854332,0.9097779926838498,0.9098428453267163,0.9308510638297872,0.923494983277592,0.9377155172413794,0.9478420624946373,0.9520921770770163,0.94913316083767,0.944073884043099,0.9426013691416535,0.9259259259259259,0.9173362859854477,0.9230769230769231,0.91,0.9259989334995242,0.9196563921172309,0.9474232195462912,0.9500187213242404,0.9565701020457513,0.9454049135577798,0.9446254071661238,0.9235668789808917,0.9295011005675837,0.926615025287429,0.9234322259726417,0.9294573643410853,0.9248773121932805,0.9292351679771265,0.9315068493150684,0.9520921770770163,0.9568480300187617,0.9476226001010484,0.9417989417989417,0.9374739474781159,0.9454727363681841,0.9266089060609608,0.922384701912261,0.9257714762301918,0.9258487010780589,0.9413072864431169,0.9554482724989637,0.9563274383140952,0.9612378868396374,0.9569377990430622,0.9523351472177943,0.9470875944864384,0.933271547729379,0.9328091493924232,0.9361160937057467,0.9179698980215505,0.9378221649484536,0.9389639196856054,0.9491525423728814,0.9679529103989536,0.970374578123041,0.9680814940577249,0.9640745793542519,0.9532888465204957,0.9578947368421052,0.9549795361527967,0.9379781921473405,0.9313681965069474,0.9482961823901312,0.9491090446744423,0.9622587562544674,0.9764360740469615,0.9693377725240124,0.973332806573957,0.9716981132075472,0.9672040022234575,0.9626825310978907,0.951188986232791,0.9421699329443005,0.9386733416770964,0.9548611111111112,0.9574468085106383,0.9775689602909973,0.984251968503937,0.9835650998631743,0.9821428571428571,0.9644784934360224,0.9609971904978643,0.9601081812035159,0.9516659516659516
80,394484,"Colorado Springs, CO",Msa,0.9303101033677893,0.9385421629347308,0.9537037037037037,0.9481970783909842,0.952112676056338,0.9474182014717498,0.938740121666951,0.9482982592881268,0.9274193548387096,0.9220338983050848,0.9259158297465329,0.9043621098740646,0.9040909090909091,0.8915769542228362,0.9255820785897907,0.9265141992912029,0.9298533175180421,0.9374804565353345,0.9374609130706691,0.9279344420342251,0.9375,0.9262769878883623,0.9199359487590072,0.9304135271424884,0.9278953443632166,0.9325078834350076,0.9445447552017446,0.9442896935933147,0.9580591279767761,0.9659902829379823,0.968609865470852,0.96,0.9603841536614646,0.9559804357492219,0.954524783992724,0.9502900823908352,0.9475478468899521,0.9557777777777778,0.9590520547945205,0.9691214667685255,0.9731696225557072,0.9742647058823529,0.9723572718433116,0.9690444503593292,0.9725581141547528,0.96,0.9549795361527967,0.9539693128752502,0.9535720101712524,0.9626825310978907,0.9627406851712929,0.9681093394077449,0.9745897228948076,0.9759036144578314,0.9767441860465116,0.9713088508220971,0.9685855263157894,0.9630049075122687,0.9601745771958538,0.9618181818181818,0.9660902000678196,0.9584604200782829,0.9770404056911778,0.9810386668823814,0.9850650557620817,0.9847748675130581,0.9833333333333333,0.9807114999743418,0.9765331664580725,0.9736842105263158,0.9757900312694834,0.9690074539034915,0.9756881996619162,0.9777015437392796,0.9872235761604313,1,1,1,1,0.9915502672874633,0.9879951980792316,0.981081081081081,0.9824499824499825,0.9837294275631617,0.9833333333333333,0.9972972972972973,1,1,1,1,1,1,0.9935116279069767,0.9899749373433584,0.9908673894912428,0.9894095113519574,0.99375,1,1,1.0003762664286777,1.0003449465332874,1,1,1,0.9878019029031471,0.9856491405035095,0.98,0.9851843722563652
81,395235,"Winston-Salem, NC",Msa,0.9333333333333333,0.9019554671728585,0.9152830991911451,0.9282934963868816,0.9292701279157262,0.9288368105172906,0.9129032258064517,0.91477710821445,0.9064155385520895,0.8928571428571429,0.8943089430894309,0.8756385720327509,0.8747897067129868,0.900281425891182,0.8656330749354005,0.9098196392785571,0.910960348315488,0.9150140093090013,0.9256848624388813,0.900504838605455,0.9093664746892998,0.9033907003170762,0.8909679712282117,0.8674585808065021,0.9107016182248496,0.899947061937533,0.9039301310043668,0.9165782045090912,0.9151619288502777,0.9254627313656828,0.9151999101146728,0.9137529137529138,0.9176155391828533,0.9133082052768918,0.9172213755784262,0.9041929597311325,0.889218228973694,0.911032604844669,0.9256877361380578,0.9372755451482773,0.9323444866045763,0.9385783298826778,0.9260556737614056,0.9333333333333333,0.9288702928870293,0.9207365892714171,0.9235604311008467,0.9237875288683602,0.9090909090909091,0.9173993662334712,0.9231930201368115,0.933955970647098,0.9426615079542575,0.9447068630175048,0.9361702127659575,0.9360877985797289,0.9277014770665976,0.9328859060402684,0.9225014034018126,0.9243697478991597,0.923949299533022,0.9202453987730062,0.9427779244784791,0.9459459459459459,0.9527777777777777,0.9478936772355873,0.9406410296205201,0.9458972363984826,0.9439544223693767,0.9400553693419582,0.9414381022979985,0.9459290526462791,0.9392747924858017,0.9339905872509027,0.9477913942836087,0.9585121602288984,0.9591326105087573,0.9569377990430622,0.9620330689873787,0.9567901234567902,0.9594663930220626,0.95,0.946178686759957,0.9567988511823822,0.9516129032258065,0.9555981628320118,0.9649787366878579,0.9682539682539683,0.9667680865449628,0.9735557818184681,0.9714599341383096,0.9689139245125391,0.9683332000007442,0.9655278150102485,0.9675324675324676,0.9660916293951696,0.9558823529411765,0.9580801763164165,0.9710078832497231,0.9759826522832303,0.9825512217096168,0.9795791210522773,0.9782125389061805,0.9734779987944545,0.9760869565217392,0.9710642471799902,0.9726956861008298,0.9673333333333334
82,395224,"Wichita, KS",Msa,0.9311432973805855,0.9718409601197477,0.9829625884732053,0.9956135265285863,0.9942502135368356,0.9875020735835032,0.9615384615384616,0.9665006669630947,0.9561911819192294,0.9692305092530407,0.950225,0.9547116471099522,0.9638970848005541,0.9304287163876205,0.9389671361502347,0.9521371216800494,0.982375,0.9572986162589573,0.9375126457789382,0.9667581579749924,0.943404255319149,0.9810761568244184,0.9509407650273224,0.9658752340412524,0.9469814020028612,0.9651857742750373,0.9713532856213403,0.9470406492936285,0.962059620596206,0.9702802241793435,0.9853796854430819,0.9650806344129015,0.9612775972990459,0.9562727272727273,0.9577479577479577,0.962971713192604,0.9387755102040817,0.960152,0.9642207398423287,0.9675934702474986,0.9713372563774425,0.9736703528172722,0.9744011336542876,0.9672131147540983,0.9567173637515843,0.9572093023255814,0.9394785507246377,0.9450621321124918,0.9486604576290675,0.9598516684896283,0.9644670050761421,0.9730583214793741,0.9787234042553191,0.9728439783921194,0.9787424859786941,0.974258009119441,0.9672825740681745,0.9629629629629629,0.9610219678616154,0.958923811295022,0.9488954423592493,0.9573439323084674,0.9785789300444664,0.9741970606840495,0.9920451670040487,0.9841269841269841,0.9775823562255723,0.9726027397260274,0.9777777777777777,0.9695473251028807,0.9698996655518395,0.9727626459143969,0.9665963431786216,0.9634334908384761,0.968054211035818,0.9865427686442697,0.9971284513304354,0.9916026098007005,0.9927007299270073,0.9817954383000844,0.9816188769414576,0.982532751091703,0.9770453207769276,0.9711934156378601,0.9689922480620154,0.9716297786720323,0.9774669267258502,0.9810126582278481,0.9893992932862191,0.9936477037978706,0.9790825255788906,0.9805186590765338,0.9755487499847484,0.9764229578471064,0.967098502241172,0.9673701379550774,0.9636507252620996,0.9602095459837019,0.9783783783783784,0.9866592551417455,0.9946491911426706,1,0.9859154929577465,0.9841117592556343,0.9858571428571429,0.9837837837837838,0.9739130434782609,0.9707241910631741
83,395115,"Springfield, MA",Msa,0.9095240157650829,0.9107142857142857,0.921075696945234,0.9292351679771265,0.9302003702686662,0.9434372436423297,0.9295963931157064,0.9200518743432973,0.9247098492844028,0.9220872051465332,0.9147739112315065,0.9203821656050956,0.9198367994514803,0.900562851782364,0.8928571428571429,0.9215376513954713,0.9262689885142645,0.936108049476023,0.9461266888451354,0.9283713485394157,0.908611111111111,0.9037037037037037,0.9214092140921409,0.9172485877871253,0.8832177007335547,0.9047411918225315,0.9058562536650159,0.9174311926605505,0.9309623430962343,0.9396653691778489,0.9421607857402692,0.9373040752351097,0.9335164835164835,0.9210312692794753,0.924347389558233,0.9223417652842125,0.9203534769511899,0.9218506800373757,0.9216801397723057,0.9354968886361399,0.9448160535117057,0.9509271044755581,0.9546883933676387,0.9472783057300173,0.9427828348504551,0.9416058394160584,0.9292351679771265,0.9219945918015505,0.9247311827956989,0.9429223744292238,0.9391346225087056,0.9344654805140069,0.9486029665401863,0.9609465033126414,0.9592711682743837,0.9519369953050263,0.9461886057641671,0.9387755102040817,0.9336642147609524,0.9166666666666666,0.9108527131782945,0.9275066009734807,0.9233400713288802,0.938041562144862,0.9502375593898474,0.9663483401546157,0.965124336268107,0.9597979797979798,0.9549054341713097,0.9561635775228008,0.9523582658408766,0.9329440218258054,0.933955970647098,0.9390992675705159,0.9330095693779904,0.9481481481481482,0.9675215336630789,0.9728906198686735,0.9670340602165659,0.9604500394524749,0.9581564584596726,0.966933867735471,0.9583682592903046,0.9603841536614646,0.9430414746543778,0.9305839002267573,0.9578660200060625,0.9639759839893263,0.9711595055915244,0.9761529919422223,0.97777160150701,0.9732142857142857,0.971008321775312,0.9625668449197861,0.9593878752207181,0.9597097353986688,0.9597273173302843,0.9564494217292745,0.956144697060508,0.9831167739180857,0.9828439134596254,0.9896816660357917,0.9830976198689203,0.9815950920245399,0.9714285714285714,0.967223927488504,0.9625,0.9587328053355565
84,394440,"Fort Myers, FL",Msa,0.882366423148546,0.8771929824561403,0.8947368421052632,0.893507960965588,0.8888888888888888,0.8933344613140223,0.9164400639433377,0.9078771695594126,0.9021739130434783,0.8980182050759162,0.9004329004329005,0.9087342179097498,0.9244026845985478,0.8996101364522417,0.8959166666666667,0.8977291666353859,0.8998302207130731,0.8945260347129506,0.9090702385381785,0.9319816873773709,0.9332046332046332,0.9255619589637563,0.9326660600545951,0.9219374573218699,0.9226354679802955,0.9181871689228959,0.9221357063403782,0.9133333333333333,0.9299587992937022,0.9173037008327767,0.9218436873747495,0.9293015988584516,0.9298998569384835,0.9421221864951769,0.9292351679771265,0.9360730593607306,0.9292526479464263,0.9254627313656828,0.9285714285714286,0.9266123054114158,0.9307304192126369,0.9245283018867925,0.9333333333333333,0.9426702577914583,0.9422850412249706,0.9433962264150944,0.9420844043800204,0.9381943128089708,0.9387841081172923,0.9366197183098591,0.9354838709677419,0.9328983573751355,0.9363047091643271,0.9328165374677002,0.9391988555078684,0.9422850412249706,0.9386733416770964,0.9420614794454549,0.9444444444444444,0.9523809523809523,0.945727813442518,0.9426466043055652,0.9449169058152211,0.9473684210526315,0.9430255402750491,0.9448985068332982,0.9498207885304659,0.9532374100719424,0.9532374100719424,0.956115217874611,0.9568480300187617,0.9567164179104478,0.9520348583877996,0.9563698884571155,0.9498327759197325,0.9503167722574192,0.9456066945606695,0.9455337690631809,0.9447943682845499,0.9484978540772532,0.9508059995351317,0.9488084730803178,0.9502969678024382,0.9488636363636364,0.9465894486099076,0.9453349773941636,0.9473684210526315,0.9441233140655106,0.9428571428571428,0.939963614311704,0.9376547130276496,0.9444479423997867,0.9454347035285559,0.9454747699464051,0.9427644286486905,0.9483549295774648,0.9492724325559319,0.9469823274424808,0.9475346552026671,0.9475559375367525,0.9376391982182628,0.9411764705882353,0.9442769101599469,0.9447943682845499,0.9463722397476341,0.9449930470631832,0.9443915343915343,0.9488115291034999
85,394399,"Boise City, ID",Msa,0.9410568918918919,0.9383530482256597,0.9507346837944664,0.9518099968149087,0.9686593296648324,0.9884365409705245,0.9488532419390918,0.9652631965064598,0.9310607071380921,0.9415844262780132,0.9801324503311258,0.9399075500770416,0.9564449676280165,0.9446985121378231,0.9715405172128708,0.980844793713163,0.9741735537190083,0.9918060543868651,0.9920042307530235,0.9605238095238096,0.970622128975265,0.9947605432451752,1,0.9750186820772416,0.9959345876701361,0.9529652351738241,1.0057486832204665,1.0030947320829873,1.0040485829959513,1.017244408945687,1.0100133333333334,1.0154346555213736,1.0088758727952611,1,1,1.001655827913957,1.0058476953907816,1.000568504832291,1.0092455504590228,1.0054857142857143,1.0172858731924361,1.0211772151898735,1.0092141674844393,0.9979040919700055,0.9968473300418936,0.995808,0.9906542056074766,0.9662688997441266,0.9683669837234115,0.9874751610766545,0.994376,0.9929259571932264,1,1,1,0.9923060606060606,0.9830287715466317,0.9762212084121509,0.9803921568627451,0.9682682147396227,0.9745338790359254,0.9838445110282303,1,1,1.0072904272579772,1,1,1,1,1,0.9860291882031013,1,0.9896985805860806,1,1,1.0004210526315789,1.005720032685901,1.0003512670541417,1,1,1,1,0.9990962682852889,0.9968178148772179,0.995382247306311,1,1,1.0109489035070387,1.000645577792124,1.0095283468318246,1,1,1,0.997047418516724,1,0.9933026052104208,1,0.9966654316413487,1.0040755835494628,1.0093781543067322,1.0091407678244972,1.0047729147296909,1,1,1,1,0.9922470588235294,0.9904070142904455
86,395160,"Toledo, OH",Msa,0.8689323761805154,0.8934953538241601,0.8675534991324465,0.9050401753104456,0.8871272178180446,0.906816760475297,0.8985940977261733,0.8952080042127436,0.9005444887922525,0.859274760473351,0.8726752503576538,0.8999499749874937,0.8815859380904072,0.8900978948280343,0.8766603415559773,0.8837209302325582,0.9041939207387457,0.9098497495826378,0.9096080256489812,0.9007318763416324,0.8926882502728265,0.9041803531822903,0.9022556390977443,0.8947258371252477,0.9005810200129115,0.8911456176673568,0.8681135225375626,0.897409592203129,0.9221789883268483,0.9174230407224333,0.9182275960457922,0.9165361328918611,0.9116175653140633,0.897454190315512,0.9018393393393394,0.9092147886788435,0.9060402684563759,0.8844422211105553,0.9220700250601757,0.92799,0.9316904588161872,0.933852140077821,0.9359291368111164,0.9336446519902157,0.9281164695177434,0.917156862745098,0.923259266228641,0.912672415999181,0.9167333867093675,0.904956798544793,0.9177641972782774,0.9387505104124132,0.9451219512195121,0.9540925496540605,0.9524123765327803,0.9416863903220416,0.9404119757515774,0.9348266369535296,0.9322033898305084,0.9190988131875373,0.928263065616652,0.9084406294706724,0.9325581004271348,0.9368745188606621,0.9559804357492219,0.9539343185781234,0.9506790564689064,0.9509604095652515,0.9523809523809523,0.9388027149060398,0.9265850945494994,0.925,0.9315068493150684,0.916761699838623,0.9322746781115879,0.9562101856420251,0.9568480300187617,0.9603492178974172,0.9677211103938025,0.9563918462024253,0.9521654107935087,0.9400140681054449,0.9435310936383131,0.9418837675350702,0.9444444444444444,0.9322419281491587,0.941193093571467,0.950950950950951,0.9602652161944529,0.9617706237424547,0.9606665994013386,0.9632387156817124,0.9655629509941017,0.9586122732565066,0.9433728950475362,0.9433795291367507,0.9443826473859844,0.9345104528560165,0.9474276463852804,0.962278675904542,0.9677367308913385,0.9741969457609269,0.9743596193772788,0.9659446552679827,0.9640010351966875,0.9534263126349738,0.9532892603136436,0.9513029951406871
87,394816,"Madison, WI",Msa,0.916972324108036,0.9198998748435544,0.9243550371708351,0.9153519008282976,0.9304489416143289,0.947211309880599,0.933955970647098,0.9256548286690396,0.9202044898866415,0.9145496535796767,0.9335822886102961,0.9288885691402005,0.9078571392608785,0.9145158063225289,0.9099711099457115,0.9276591478696742,0.9241706161137441,0.9375890567113138,0.9311111111111111,0.933955970647098,0.9181141439205955,0.9154584682606861,0.8859674192626464,0.9076923076923077,0.8933333333333333,0.8853850818677986,0.914572864321608,0.9209509509509509,0.9439682298909255,0.9409498036210365,0.9433198348419882,0.94178712686001,0.9411764705882353,0.9282133095947125,0.923313670171839,0.936374549819928,0.9247094492167761,0.9389261744966443,0.9267902386984931,0.9449502127179739,0.9585996110030564,0.963728813559322,0.966793893129771,0.965565173335633,0.9539320614239181,0.95,0.9420289855072463,0.9385181214449507,0.9429457291323254,0.9331226961558715,0.9515043320955917,0.9595012214807972,0.9639759839893263,0.9699863574351978,0.9704192381357736,0.9630606860158312,0.9564554571465952,0.9506258788778437,0.9505941213258287,0.9434572190730244,0.9446598440260663,0.9446193739581404,0.9587570836713625,0.9667852574165015,0.9752187506905492,0.9754877438719359,0.9771707771056305,0.968,0.9670833333333333,0.9571428571428572,0.9586928448151607,0.9604321968907623,0.9577464788732394,0.9502111580351189,0.9695191880053686,0.976713719145309,0.9827194179172352,0.9904716510054927,0.9884017282248709,0.9848101265822785,0.9731638418079096,0.9720930232558139,0.9725490196078431,0.9644579389176638,0.96275907586555,0.9724481002741872,0.9791216702663786,0.9865053513261982,1,1,1,0.9899665551839465,0.9794387329813837,0.9734567418168366,0.9703703703703703,0.9727431857964491,0.9642857142857143,0.97,0.9919505104972143,1,1,1,1,0.9895900278592618,0.9850701702000597,0.9739405106607002,0.9655471007912002,0.9659090909090909
88,394766,"Lakeland, FL",Msa,0.8944723618090452,0.8703220191470844,0.8733384262796027,0.9073724007561437,0.9,0.8775,0.883962894868795,0.9045066325774418,0.8888888888888888,0.8655681543809137,0.8777073078244457,0.8848080133555927,0.8888888888888888,0.8895478131949592,0.8669475967957276,0.8736059479553904,0.889218228973694,0.8924103419516264,0.8969820387961468,0.9,0.9036144578313253,0.9090081892629663,0.9059551886792453,0.8930952380952382,0.9138381201044387,0.9079039193922516,0.9030503144654088,0.9213458455423282,0.9219512195121952,0.9298162163397198,0.9282296650717703,0.9333644465186568,0.9266321243523316,0.9338919368294001,0.925085497462179,0.9215529734374699,0.917156862745098,0.9375,0.9310708925438211,0.9444238991507224,0.9497162022703818,0.9464442931699568,0.9447756021486744,0.949685534591195,0.9410049019607842,0.9393939393939394,0.9362417791485217,0.9336445481827276,0.9281329175599298,0.9303117799184737,0.935251798561151,0.9306122448979591,0.928864722067487,0.9472981987991995,0.9445840312674483,0.9476038581448821,0.9368421052631579,0.9375,0.9241644434911153,0.9429311621021466,0.9477101845522897,0.9272727272727272,0.9475134948891696,0.9426702577914583,0.9482758620689655,0.9413793103448276,0.9486446886446886,0.9404388714733543,0.9394956274150905,0.9396170839469808,0.9438567941415785,0.9487203813405486,0.948509485094851,0.9479336492890995,0.9463087248322147,0.9545629505213802,0.9607764643087019,0.966643975493533,0.9622294380635057,0.9654449810279406,0.9643142110198841,0.9673115410273516,0.9663670742538585,0.9533066860465116,0.9616464714753757,0.96,0.9612903225806452,0.9593801260467927,0.9654290091520883,0.9689616321931984,0.9636598192025041,0.9618528610354223,0.9696877841770234,0.9663483401546157,0.9690469178666088,0.963285910968334,0.961038961038961,0.9668362156663276,0.9695431472081218,0.970469881063815,0.9722083305549999,0.9735506972633757,0.9749213836477988,0.9704278064958405,0.97119126358712915,0.9726540079269519,0.9656837672919318,0.9638437065782246
89,394931,"Ogden, UT",Msa,0.9906837131739855,1.012788888888889,1.0045591836734693,1.0213719029374202,1.0207056350401607,1.024825184364505,1.0249227429020533,0.9887093546773387,1.0008943911066195,1.0046887911901354,1.0004349717268377,0.984796875,1,0.9929495073891625,0.9848653061224489,0.9732208779277183,0.9826992530071039,1.014639024390244,0.9971954896954897,0.9735731531531532,0.9812782440284055,1.0095614378551812,0.996325,0.982231370899916,1.0253208699498138,1.0234564777327935,1.0256236162361623,1.0329156626506024,1.0449574726609963,1.0112416666666666,1.013692870201097,1.0276537586094545,1.011179212503953,1.0126591181127296,1.0416315789473685,1.0527336683417086,1.0382373049803273,1.041241458693315,1.0484089550201463,1.0439180171591993,1.0460385672746497,1.0440385528377734,1.0431454340473507,1.0386383333333333,1.048021905398266,1.0004446420631392,1.0180048840048839,1.0130434782608695,1.0025891891891892,1.0019583579525504,1.0157774072530221,1.0291560975609757,1.0263074074074074,1.019882555097284,1.0204081632653061,1.0185745454545454,0.9935442220787605,1.0118650400665137,1.0364963503649636,1,0.9693558474046279,0.9909619109102646,0.9834190966266438,1,0.9839893262174784,1.0006064281382656,0.9877454354328048,1,0.9856428649233286,0.9911423016356958,0.9838476738942514,0.9911111111111112,1.0002592016588907,1,0.996040016673614,1,1,1,1,1,1,0.9976744186046511,0.9885057471264368,1,1.014344262295082,1.003825641025641,1.0204545454545455,1.041116402116402,1.041658578015045,1.0473249351611709,1.0372369782683684,1.024951776834445,1.0208333333333333,1.0258064516129033,1.0146341463414634,1.01164,1,1.0252597612132945,1.0259784075573548,1.0444444444444445,1.0443001443001443,1.0481877729257643,1.051111111111111,1.0325090527592482,1.0315254830665581,1.0216292134831462,1.0063849939178025,1.0220722590429525
90,394528,"Daytona Beach, FL",Msa,0.8531430056240047,0.8595392990227265,0.8258258258258259,0.8632138114209827,0.8640291041382446,0.8578373923291357,0.840162669523066,0.8738636363636363,0.8666666666666667,0.8429805201397166,0.8595988538681948,0.8575103790987575,0.8592682926829268,0.8814702240234156,0.875,0.8588960287914595,0.8736059479553904,0.8846247942827028,0.8892249452672883,0.8688783570300158,0.8740999740999742,0.875,0.8869346733668342,0.8911518452514179,0.8722673434044452,0.892018779342723,0.8949416342412452,0.9004127282654553,0.8974358974358975,0.9123013537374927,0.9149384775644791,0.9145896656534954,0.904293594196327,0.9155778041744442,0.9207459207459208,0.918340365769539,0.9191826601646478,0.9090909090909091,0.9272727272727272,0.9230769230769231,0.929866036249015,0.9336851363236587,0.9356863675962057,0.9380863039399625,0.933955970647098,0.9341581855460184,0.9307859220062907,0.9259259259259259,0.9234884334759903,0.9201769911504425,0.918735129504074,0.924425799600679,0.9277149509470554,0.9375,0.9355265780257951,0.9319526627218935,0.9305555555555556,0.9276591478696742,0.9313984168865436,0.9345974119338605,0.9254627313656828,0.9276595744680851,0.9345794392523364,0.9285459001327478,0.9387755102040817,0.9434940383618455,0.9467455621301775,0.9411764705882353,0.9426702577914583,0.9409190371991247,0.9383433046425078,0.9408450704225352,0.9438886472379295,0.9406968124536694,0.945491858121388,0.9488487702773417,0.9473684210526315,0.9519588368636304,0.9534229446702095,0.9535020600353149,0.9555884286653518,0.9527567901160596,0.9469116896375702,0.9459459459459459,0.9539121114683816,0.9522293337786052,0.9515570934256056,0.9557894736842105,0.9566184649610678,0.9568275141892606,0.9575228325545093,0.9538461538461539,0.9540229885057471,0.9509000321440051,0.9555555555555556,0.9523809523809523,0.9485065684603968,0.95,0.9579997679545191,0.9558080411788707,0.9574468085106383,0.9574848160057163,0.9571428571428572,0.9547738693467337,0.9540545240892102,0.9454562644659354,0.9529274087053279,0.9466221851542952
