RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
102001,United States,0,188500,185e3,180700,176800,175200,174300,173500,171900,169400,166100,163400,162100,159900,155600,151500,150700,152800,155700,157500,158400,159800,161e3,163300,163500,164700,161700,159600,156e3,156700,157300,159100,158200,158400,157500,158e3,157200,155200,152400,149500,149e3,149700,15e4,149400,148300,148200,148800,148800,148600,148700,149600,151400,153400,155300,157e3,157600,158900,159900,162200,163e3,163200,163700,165300,167800,169600,172100,174200,174600,174900,174300,174500,174e3,175100,175700,176200,176400,177100,178500,18e4,181600,182200,182200,182100,184e3,186200,189200,190700,192100,192600,193400,193e3,192800,192e3,192200,193800,195900,197200,197e3,197300,197700,199400,2e5,201500,202100,204200,206300,207600,209e3,209700,210800,210800,210800,210900,211600,212300,214400,216e3,219100,220800,224800,228500,231900,231200,228500,225900,224900,224800,224900,225500,226900,226500,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363100,361900,362e3,363200,365700,361900,356500,353600,353300,350800,340600,329300,324900,322600,324e3,324100,329e3,332300,336700,337700,336100,336e3,337500,339100,336300,333500,329500,330700,330700,334900,337400,341500,349500,353500,355500,351e3,349600,348400,349100,349400,35e4,352400,352600,353400,354700,354100,353900,352800,353600,355500,354500,354800,354800,352300,352300,350700,353700,355700,357200,359e3,359400,357600,357800,358400,360400,360200,360100,361400,362600,362e3,362200,361300,361e3,356500,359900,363200,372500,373800,374700,374200,372100,374500,375100,379400,380700,381100,381500,382900,386800,387700,387400,387400,389500,390700,388700,387700,386200,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,476200,463700,447200,436200,421300,407400,391700,379100,367800,356400,342200,331800,325600,321300,320400,326300,334500,341200,348700,355600,363600,366600,371e3,369300,368e3,363300,366600,363900,365800,360700,366600,365100,368500,364900,361600,358100,355200,355600,352500,348300,347200,345400,344700,338600,338600,336800,337800,335800,336800,340700,344300,349e3,355900,363100,372600,377700,387400,395300,399100,400600,405900,420600,433400,443100,447100,450100,451600,453800,456600,456900,454900,455600,457400,460800,464100,464800,467400,468100,470200,473800,475700,477900,480500,486700,491700,495800,494200,498e3,499200,504200,504600,503100,504300,510200,518300,520600,520700,522800,528300,53e4,529500,530800,532400,530800,530100,527700,531600,525500,529400,529600,538600,540300,544200,545400,551300,562e3,580200,589600,597700,601700,610400,611400,614100,615200,616500,617400,,,,,
394463,"Chicago, IL",3,258100,254200,238700,225900,223300,222800,226600,225e3,222200,218500,212800,211600,207700,203e3,194e3,187700,187900,191300,194300,196700,198300,198100,198200,2e5,198300,194900,187200,186100,183500,184200,180700,182500,186100,187200,185600,181400,177400,172100,165200,163200,165300,168900,169400,167500,164500,165300,161500,161500,158900,160200,158600,161400,162900,165400,164700,163600,164500,163300,164500,162900,162800,162500,166100,172100,182700,187600,192300,192900,194e3,194300,192500,195600,194800,194100,191500,193300,196200,199900,203500,204200,203e3,199700,200600,202500,205400,206800,206100,204300,201900,194800,191200,186900,186600,184500,183200,183600,185200,187400,188400,189400,190400,193300,192500,193300,194700,198700,202200,204100,206e3,206300,205700,203e3,200100,198700,198200,199700,202900,206300,212e3,217600,227300,229e3,226200,221600,221e3,220600,219500,220200,225700,223100,225300
394514,"Dallas-Fort Worth, TX",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199500,201e3,202100,202700,202300,202300,204100,205200,206100,206900,207900,209400,212400,214700,217700,218400,219e3,22e4,220100,220100,221300,226e3,230800,232600,232e3,230600,231200,232400,235500,237800,239600,240700,242400,246400,248900,248500,245600,243700,246400,247e3,251e3,252700,255e3,252900,
394974,"Philadelphia, PA",5,210500,209700,207200,198400,195200,195300,197100,197600,198600,197100,196200,195e3,199700,199900,195900,188700,186e3,189100,191100,192900,194100,197400,2e5,200500,202e3,202e3,198400,191700,188800,186200,188100,188400,193e3,195100,2e5,200400,198400,192700,185100,181400,180100,181900,180700,179600,179700,182800,184e3,186100,185800,186e3,185500,187e3,187200,187900,182500,182600,185e3,193800,196600,194800,192300,191700,191e3,191600,193800,197800,196800,195800,194700,195100,194600,192400,194700,193200,193100,191300,191400,192700,193300,195200,194500,193e3,191700,188700,189300,191500,195e3,195300,193600,192400,193300,193700,193600,190200,191900,196e3,197100,195e3,192200,194e3,195800,196100,196700,194500,195600,198800,199500,200900,199800,201300,202300,201900,202e3,199800,197800,196500,196e3,199600,200100,197900,197900,198300,202400,199700,198600,198600,2e5,201600,202700,203900,
394692,"Houston, TX",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182400,181800,184900,186200,188500,187400,188500,189200,189900,190900,191400,192100,193100,192800,193200,189900,189700,188500,192100,193400,195600,193200,193700,194400,198700,201600,203100,205e3,206700,208700,211500,212400,214900,215500,215500,215800,215400,216700,217100,220200,223900,224300,221800,217900,219800,222100,226200,226e3,223500,221600,220100,223500,226600,229700,229500,
395209,"Washington, DC",7,359200,348600,332400,318200,312200,309900,301900,293800,286600,280800,281900,279600,282800,276600,273500,273700,282200,296e3,303100,302700,301100,300700,301400,297700,296600,299400,297800,292e3,291900,284900,293900,290800,305e3,304600,303900,302100,289e3,280500,272e3,273600,285500,294800,305e3,297200,290300,283200,285100,282100,293200,298e3,31e4,312900,320600,321400,319500,317e3,318700,316600,319200,316100,325300,328e3,338e3,341300,346100,347200,344200,340800,339800,339500,341600,338800,341100,340600,350900,351300,354500,347900,346500,345100,347300,350200,350200,350700,357100,358300,357700,349800,347e3,345e3,346900,349400,350100,345900,346600,350300,351500,352700,349300,350200,348800,351e3,352900,356900,355700,357e3,358700,359300,360500,359400,360400,359700,360100,360600,362200,362200,364e3,366200,370100,374e3,381500,384100,384200,378400,373500,373400,374200,375200,376500,376100,
394856,"Miami-Fort Lauderdale, FL",8,259700,250500,236100,228500,223600,221500,213900,206200,194800,186500,175e3,168200,159700,152100,142e3,137100,137700,141100,143300,143400,143600,144900,146e3,147400,147500,145400,143800,141e3,137200,131300,126800,128e3,130700,13e4,122900,119300,115900,118900,119800,122900,127e3,125700,124400,122800,124e3,127600,130200,134100,135600,137500,138100,140600,140800,141200,143e3,146100,148900,153e3,157400,162300,160700,160700,162700,167800,170400,171900,173e3,174500,176200,177600,180400,180500,180700,179700,181200,184500,187900,187800,187800,188600,192400,195700,196300,198500,199400,202100,205700,207900,209300,207800,207800,208500,205400,206500,208100,218300,220600,222900,219300,219800,220600,222100,224800,228600,228800,229300,228300,236100,238400,241500,237900,238100,236400,238500,242e3,244700,245400,245900,252e3,261100,268500,268200,264700,262100,260600,260200,259500,263300,264100,264700,
394347,"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94500,95200,95700,98e3,97e3,97200,96900,97200,98400,99800,103400,105400,107800,108800,112900,116800,121200,123600,126600,128400,132100,135200,140900,141700,141900,139700,139e3,139500,140400,140800,140200,141200,144900,149100,153e3,154100,155200,154900,157400,16e4,162700,163600,169500,171700,173400,168800,168800,169500,169800,170800,172400,175e3,175500,175500,174700,174300,173300,175100,176e3,178200,179200,182100,183e3,184900,186900,191200,193300,194800,194200,193200,192200,193100,195600,197100,199500,203900,210400,212800,213400,211200,210600,208300,204700,206200,208700,213e3,212700,
394404,"Boston, MA",10,334500,330400,323200,320800,319700,319100,317500,316e3,310800,304900,294500,295400,287700,291200,285e3,292200,294900,302e3,306100,306700,302600,307400,308700,315100,309300,309300,304900,309100,314800,322100,322100,321100,32e4,316700,305400,296100,287700,289800,294500,304700,313400,315900,316500,309300,305100,299200,298900,299600,303300,305200,307800,314800,321900,321200,318200,318100,321100,320300,308100,307e3,308300,321200,321200,323700,324e3,327700,328100,328800,327900,328800,332200,344500,350700,352e3,348500,349900,353400,354300,353300,353700,354200,356500,357800,365600,364600,364300,359200,360800,364800,367700,369300,369e3,368400,369400,369300,37e4,367700,370300,370600,376400,377300,378400,380500,381900,383300,384400,386400,392300,393300,394600,393300,394800,396400,396700,399900,404700,410700,413600,411100,417300,416900,424800,421800,427200,426200,426300,423600,426100,430100,43e4,
395057,"San Francisco, CA",11,593300,552900,518400,498e3,489500,468100,443e3,408900,376200,353700,336e3,327500,310100,303500,306300,330900,356900,375400,394500,403200,411900,419e3,419600,417600,407900,401700,408200,415e3,431200,437800,443900,436300,425200,417300,409400,401500,389800,382800,382400,383300,387200,390200,391500,390600,387700,382400,38e4,376500,376200,384500,400500,421900,440800,446e3,452600,463200,475900,497500,494100,495900,489300,514600,542e3,562500,569800,569900,571400,573900,576800,581200,589e3,598700,599900,593400,585400,579700,580700,587e3,599500,602200,596200,585600,579800,586900,6e5,613200,617200,615600,615100,624700,627500,627400,623100,639e3,646400,646e3,627800,624300,63e4,645700,654800,652400,645800,643800,652400,663400,671100,673400,674500,684900,692e3,698900,697300,702e3,708700,723100,738500,746400,741800,747e3,756800,771100,782100,785600,785400,768700,762200,770100,777600,773800,
395025,"Riverside, CA",12,302800,284500,268300,257700,246700,235600,223700,215900,207e3,197200,188600,179200,170800,160100,155200,153100,153500,154800,157400,160900,166200,168900,174400,174500,175500,172200,173800,174900,174800,173400,173600,175100,174300,173700,175200,175700,173700,169400,167700,166900,166600,166900,168700,170400,171300,169200,170200,170100,172600,173700,175900,177100,178e3,180300,185600,191200,198400,204400,209300,210600,213e3,216200,221900,227900,231300,235e3,239200,245200,248e3,249500,254100,256700,258300,255400,258600,259500,261200,260800,261900,264500,266200,268600,270700,273600,275500,276e3,275700,276900,278800,282100,283600,284200,284600,285700,291500,292500,294e3,291900,293900,294800,296e3,296500,302900,303e3,304500,299800,300900,301600,304e3,306200,308400,311800,313e3,313800,316200,323500,328100,330300,338700,347900,352800,349700,349500,350500,350200,348800,352200,353900,353e3,347100,
394976,"Phoenix, AZ",13,226100,214700,205e3,199300,194100,187600,179800,171600,162300,151400,142800,133500,126300,117400,112400,113500,118200,123200,125500,126500,129700,129800,131300,131500,131900,129900,126900,126300,126200,124100,122400,120800,120200,116200,115e3,114500,114200,111600,108100,109300,110300,111600,113800,115100,120700,121300,117300,111600,109300,113500,118400,122100,124600,127100,127700,131800,135400,139600,141500,141800,143200,145e3,147300,15e4,152100,152900,153900,155400,155100,156500,156700,158e3,157600,157200,157200,156500,157200,157500,159900,160100,161700,163400,165e3,168300,170200,172200,173400,175500,176900,176700,177800,179500,182e3,184800,186300,187900,188400,190700,192200,194e3,195e3,197600,199200,201900,204500,205100,207800,208700,211900,211400,213100,213800,217e3,220300,223100,225800,228300,229700,233500,234700,234e3,229700,226600,228900,233300,237900,239e3,239800,238600,234200,228300
395078,"Seattle, WA",14,347500,339e3,328300,319600,313500,314700,313e3,314e3,306e3,307800,308700,316500,311800,304300,293300,290400,286500,286400,288600,293100,293100,296800,303600,311900,311700,302600,295e3,286900,292500,295200,296600,289400,285900,291100,291e3,293200,285700,282300,270700,259e3,249600,246900,247700,246200,243200,246e3,247600,250600,247800,254500,260200,271200,276200,279200,283e3,285100,291900,292600,289700,290200,292600,300900,304200,305100,307600,31e4,314400,314400,312900,31e4,309300,310400,310500,309200,307300,309800,313700,316e3,318e3,318800,320400,320900,323700,328700,332700,334900,334600,336e3,334100,335900,336300,342100,341900,346200,349100,353300,354900,356300,358700,360200,361500,364500,365600,368500,372400,376700,381e3,382100,386100,389200,394400,399100,402600,405700,409200,413300,418e3,423800,430400,440800,451100,459800,455900,448200,438700,436100,434700,434200,435900,442200,446e3
394865,"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182100,188200,192900,195200,196300,196200,196600,195200,195800,195100,196700,197300,199e3,199600,203100,202300,203500,203300,206500,208300,212800,217300,221600,220200,218e3,216500,216500,217400,217500,218600,220500,221100,223300,223800,224300,223e3,222700,223600,224800,225500,226900,227100,227600,228e3,229600,231100,232300,232700,233900,234700,235900,237e3,238100,238800,239400,242e3,245300,248400,251e3,252100,252800,250800,250300,249700,253800,256800,257700,
395056,"San Diego, CA",16,402300,395e3,380100,368700,353500,341500,331500,321e3,308500,298400,288800,287600,282700,283e3,281800,290500,299100,308400,314900,320900,325800,330300,325800,327900,328500,336500,335500,332500,331800,330700,336900,337200,338200,336100,326800,322700,319300,323200,322500,318400,317300,317800,315800,315300,313600,316900,315600,316600,318100,323900,329200,331200,335200,339e3,347100,352500,360400,368600,369900,371200,372800,386100,397500,405600,410100,410700,414500,413900,416500,418300,417300,418300,420700,426600,430100,430100,432900,435900,438300,440200,438700,437400,441900,447500,451800,449300,449400,453800,457400,459700,457300,458800,463600,469200,471700,471300,471900,476700,479900,480800,478400,482400,486600,494800,494800,497600,497200,503e3,506800,510600,513100,518e3,520100,522800,526600,53e4,537400,541400,542300,544100,544700,555e3,556100,559500,559100,562300,565900,563500,557500,553900,
395121,"St. Louis, MO",17,148100,147300,140300,136e3,136100,137300,137200,136900,135e3,134e3,131100,138700,141800,144e3,135800,132800,131300,131800,132800,135800,136600,135400,135600,138600,142600,141700,138400,134700,134e3,132500,132400,130700,130600,129600,130800,133800,133800,131200,126500,124e3,124800,126600,127200,127100,127300,126e3,123900,125100,128300,129600,128e3,127100,128800,130500,132400,132100,129700,128200,126300,130700,133400,138100,138500,139800,140900,141100,141700,141100,139800,138500,138300,142300,144e3,144400,141200,142200,142700,143600,142500,142200,143700,145e3,147100,153800,157600,157200,150800,148300,149400,150200,149400,149400,148300,149700,149400,150700,150300,150800,15e4,149800,148400,148100,148300,149e3,149200,148900,149200,154500,158700,158700,154700,150400,151400,151300,152900,153700,155500,156100,155600,160500,164300,167e3,161800,157700,156500,155400,152800,151700,152900,156500,
395148,"Tampa, FL",18,177e3,171400,166600,161800,157700,153400,151900,147800,143800,137700,134300,130600,126500,123e3,121300,121400,122e3,120100,121e3,121100,124500,123600,123900,122800,121e3,119900,117700,118500,113600,111600,109300,111400,110200,108200,103100,97100,92300,90300,91900,94800,97600,99100,99300,99600,98700,99300,100100,100400,1e5,99800,103300,105900,109200,110500,111400,112e3,115100,116800,119500,116700,119200,119300,122700,122200,124700,128100,130200,130400,130500,130900,130300,127500,124800,124800,127300,130800,133500,135300,136400,137800,138100,137900,137500,138100,14e4,142400,144600,145500,145600,145100,147e3,148900,151100,153200,156300,159200,160100,160700,162500,166100,166800,168500,168300,169900,170500,172600,175800,179800,181800,183700,183800,186100,186200,185600,185800,186700,190300,192800,199700,205200,207200,203e3,197900,196800,195800,195700,196500,197200,200400,201200,
394358,"Baltimore, MD",19,232400,231300,224700,219200,215500,218900,222e3,221900,216e3,207900,210900,215700,222500,223100,216700,211700,204800,210800,212200,216900,214200,219e3,218600,220300,215800,208800,200500,195700,191500,192200,187500,192800,191e3,192700,206800,229e3,224e3,206500,175100,172100,156500,156800,169400,186500,204900,209500,220400,223300,223200,224900,222e3,223400,216500,216400,218e3,227500,232600,230300,229700,228200,225600,223800,222400,227200,230300,232900,229800,224300,221600,224200,228900,230400,233200,230300,231300,230500,231300,233500,234900,236800,235500,235e3,232700,230800,228900,228400,229e3,231500,235400,233200,231800,228300,230100,231800,232500,24e4,240700,246300,241800,242900,240900,241e3,240500,243600,243900,242700,239700,241800,242300,242800,241900,241800,240500,239800,242100,244300,247300,247500,248900,248700,251100,252600,252200,250700,248100,246500,245300,246700,248300,246900,
394530,"Denver, CO",20,202600,197900,195800,193700,195900,197900,196900,194400,189600,183200,174300,172e3,173200,180100,184100,190600,195600,202200,203600,206100,204900,206200,204100,207100,206600,207400,205100,204200,208300,211e3,214600,213e3,211700,212100,206900,204600,199400,199300,198500,2e5,200700,202800,203200,204900,205400,206e3,208e3,204900,205e3,208800,216500,223800,227600,232100,235200,236700,237100,235200,234900,236100,238500,242100,243e3,245600,247300,249500,251300,252400,252300,252100,252e3,252300,252700,253900,255300,257400,259900,262200,264300,264200,268300,270600,277500,280500,286100,288500,291400,292200,291300,292900,294700,299e3,302100,305900,309900,317300,321700,323300,323e3,324200,328600,33e4,332700,334e3,336600,340400,343400,349300,350100,353300,351600,355200,355700,358900,361400,366800,368900,375600,379800,392e3,394e3,399700,398300,398100,394e3,392700,392600,394600,394300,396e3,
394982,"Pittsburgh, PA",21,96e3,95800,96800,96e3,99800,99900,98600,95400,94800,91200,87900,86300,88900,90700,94e3,97700,103300,105400,106800,107e3,108300,107500,106100,104500,105700,107700,109500,109400,106900,105800,105700,107900,108200,107400,107800,103800,104600,100300,105e3,105400,110600,111200,112200,111600,111500,109700,109600,111400,112200,115100,115200,118300,118400,117700,119300,119100,12e4,118500,118700,118700,119100,118200,119600,120500,122200,122200,122300,121300,120300,119e3,118100,119300,12e4,121900,121400,122800,122800,124800,125600,127300,126300,127600,127800,131200,132200,130600,127800,126700,129100,130200,130600,129200,129400,129600,131e3,131700,130500,131200,131200,132300,132e3,131200,130900,130900,132600,133200,135e3,135400,137800,137800,138700,138400,138100,138e3,138e3,140100,142300,139400,137200,135900,142700,142200,141200,139200,141500,142e3,142600,142100,142800,,
394998,"Portland, OR",22,279500,271200,267400,264900,265200,263500,257800,256500,253300,254300,253800,256300,252900,245300,236400,234100,232700,234200,232800,233200,230800,233100,236900,239e3,238600,235e3,230800,227e3,227800,232300,235100,232500,230400,229e3,228400,223400,214900,208e3,204800,205500,207200,208600,211200,211900,216e3,214500,212800,208700,207900,209800,213700,219900,224700,228200,230900,233100,234400,236800,242900,244e3,247600,245e3,249200,248400,253500,255e3,258100,259e3,260600,259800,259100,263e3,265200,265800,263400,263700,266200,266900,268500,269500,271700,273e3,275100,275800,276800,277700,279300,283300,285400,287700,287700,288300,290100,295100,300200,303400,306400,309300,313400,316600,316100,317500,319600,324600,327800,329700,336600,340400,342300,341500,342e3,344200,345e3,348400,351e3,354700,355300,358e3,367500,375600,378500,374400,372700,375600,373900,374500,372800,377300,379200,383100,384400
394458,"Charlotte, NC",23,156700,153400,150100,148800,148600,148800,149800,150200,149100,148900,147e3,149400,149e3,149300,146e3,146900,148600,150400,150200,150300,149800,147700,150600,151900,152500,148200,146300,147600,149800,151200,151e3,150900,151500,152500,157500,157500,154400,148100,146700,153500,154800,156900,149e3,149100,143300,146700,147300,152900,154400,154800,156700,160900,162500,162300,158500,156300,154e3,154100,156900,160500,162200,163100,164300,164200,165600,166200,167400,167200,166900,168500,169300,168900,169300,169900,170800,170800,171500,172300,173100,171400,17e4,170600,173600,177900,179200,182e3,182100,182300,179700,179200,180500,181300,182600,182100,184700,185200,185700,185e3,185500,188200,188700,190800,190500,191200,190200,187200,187100,183600,186900,186900,189e3,190400,194500,195300,194300,192800,194400,195500,199700,206100,212100,216700,22e4,221500,217100,215500,213800,215300,215400,214600,
395045,"Sacramento, CA",24,285900,274200,255900,241300,231e3,227800,222700,217200,208900,201800,195300,190300,186800,185500,185900,188500,193700,197800,201300,203900,206100,207400,206900,204100,203400,203200,203200,202e3,201600,201300,202200,198800,200300,197800,195600,189200,182900,180200,175300,175e3,173700,176200,177400,176500,178600,179e3,180100,179900,180500,183300,184e3,185600,189900,195100,204200,208500,214600,217500,223300,230300,238300,244400,248600,252700,26e4,263700,266900,266600,268600,270700,273100,277900,279600,281700,282400,284300,285900,287e3,289500,291500,290100,293100,293100,302800,302900,307200,303800,305e3,305800,305700,306200,306e3,309e3,312800,318500,322400,325400,325700,327100,329200,331100,333200,334e3,337e3,342100,343200,345e3,343400,344400,346900,348400,352800,356300,360500,364500,367300,371700,374100,377800,383500,387700,392800,390600,391900,391100,391500,393e3,39e4,394300,394100,
395055,"San Antonio, TX",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176300,175200,175800,176400,178900,178700,18e4,180500,182700,182400,184e3,183600,185400,185400,186100,185900,185400,187100,185500,186800,186900,187300,19e4,190400,193500,190400,190600,192e3,195e3,195100,194100,193300,192800,193200,193200,194100,194700,195500,196200,197100,198600,199300,199500,200400,200400,200100,202100,204500,207300,206700,206600,208e3,208700,211600,212700,211800,
394943,"Orlando, FL",26,220200,214600,206e3,203e3,199200,196400,193500,186200,179e3,166100,161600,155200,148500,137600,127500,122200,119100,121500,121500,122200,119400,119700,114900,114500,109400,109700,108300,110500,109600,104900,100800,99400,99900,97800,96100,92e3,94900,97700,103300,103700,104100,106e3,107800,109300,111200,112700,114200,113200,114e3,112600,114700,116500,119400,120800,122e3,123800,123700,124100,126e3,129800,132900,135800,137400,139400,141e3,145900,149600,150500,149900,149100,150600,151500,152900,154800,156300,157400,157900,158300,158800,159200,157400,156200,155900,160400,166200,169700,173100,173800,176700,177200,181500,183700,186800,187e3,192700,194e3,196100,193900,195700,199300,201600,205500,204800,207400,205500,207800,209500,214e3,215500,215200,213600,214800,215500,217800,219400,221700,223100,226400,233200,239300,238200,233200,230100,229500,228700,229200,230600,234600,233800,236200,
394466,"Cincinnati, OH",27,135e3,129900,124800,125200,123400,123300,121300,121600,118900,113800,110600,11e4,110400,112700,112900,115300,114700,116700,118700,122500,124e3,124200,123200,123400,124e3,122600,121400,119700,118300,117800,118700,119100,117400,117500,12e4,122300,117800,111300,108100,109300,113600,115400,116200,114700,114600,115300,117e3,114900,113e3,111700,114300,117400,118600,118900,118900,120800,120400,12e4,122e3,123100,124800,123100,125200,124900,126700,126600,127800,126500,127400,127500,128e3,128600,128900,130400,130400,133300,134700,136600,135300,134800,133e3,133e3,133100,135300,135500,134600,134600,135300,136100,136500,136800,138300,136500,142400,144e3,152500,150100,151500,146900,146900,145500,145600,146400,148900,150200,15e4,153500,154200,154700,151200,149500,15e4,150700,152100,152300,152200,154e3,155700,159900,164900,166e3,164800,160300,157500,154600,156900,159300,164500,164400,164700,
394475,"Cleveland, OH",28,111200,109600,107500,105700,104200,103400,100500,96500,86e3,80700,75900,77600,75300,81200,87e3,95400,98300,101900,105e3,109e3,111100,109100,107600,107800,109500,108600,108900,109100,106600,103600,101500,105900,109800,113800,108e3,100900,92600,91300,91400,96800,98900,101100,98400,97500,93100,94e3,93400,94400,92600,95400,99100,1e5,101600,103600,106700,106700,104e3,105600,105e3,106100,103300,101300,101700,104300,108400,110400,110900,109900,110200,109300,110100,108400,111500,113500,116800,116400,117100,119100,118200,117900,116e3,117900,118100,114800,113500,111100,115300,115800,117700,117100,117500,116e3,113e3,112900,112200,116500,112900,116700,116200,121200,119900,121e3,120900,122100,122800,123300,125500,127600,128100,127800,126800,125800,124300,122400,123400,126900,130300,131600,133400,136500,137300,136e3,133e3,131800,128300,127800,13e4,131900,133200,131200,
394735,"Kansas City, MO",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158700,159400,160600,161600,161500,164700,166100,167800,167800,167400,163600,159700,159100,161e3,162600,162800,161700,159600,159100,161200,164e3,169e3,172e3,173600,171e3,170800,169400,170500,168900,17e4,169200,168100,164800,158500,158700,160300,168e3,169700,170600,170200,172100,174800,175100,174100,174800,193100,196600,198300,183100,183800,185300,185900,188300,186500,189200,191500,200400,220600,224300,220200,201800,195400,194e3,191900,193900,197500,201900,,
394775,"Las Vegas, NV",30,247400,241900,234300,228500,219400,208800,195400,187400,177700,169500,161100,154600,148500,138300,130500,126300,125e3,122300,120300,121500,123700,124300,124800,124600,125100,125700,127800,130400,128400,126900,123200,122400,121e3,119e3,118200,117300,115800,114e3,112100,112400,111e3,108600,106500,107500,109600,110100,110600,110100,111200,113100,116e3,120800,122900,125e3,125700,129200,133200,136300,139200,141600,145300,149e3,152500,158600,162100,165100,164100,165e3,166600,168400,169600,171700,174200,175900,175800,169900,169700,172200,18e4,182500,183e3,184400,185600,191200,191100,192400,188600,189900,191500,193600,194800,194200,195100,195200,199600,203700,205700,204e3,202300,204200,205400,205100,203800,205700,208800,21e4,212900,215100,220600,221200,223600,229600,233500,234100,232700,235400,238600,241400,245100,251e3,258900,263700,271e3,278400,280600,279700,278e3,282200,285600,287e3,289500
394492,"Columbus, OH",31,139200,135500,136400,136e3,134700,132500,131100,129600,126100,122400,125100,124600,123600,12e4,120900,123600,127100,131200,134500,136500,137100,133300,130300,131900,134100,134e3,130600,130800,125900,123300,119400,122100,122900,131300,134800,129900,121e3,116300,117700,119400,121200,126e3,124400,121900,122800,126500,128100,121e3,117400,119500,126800,131700,135500,136e3,136300,133200,133e3,133100,136400,135200,133800,130900,133800,138700,143900,145700,145100,143500,157900,158500,16e4,147700,150400,152200,151400,152200,152e3,154400,154300,155200,155300,157e3,156e3,165300,164300,165400,160500,161700,162400,159300,158700,156300,153900,149900,152900,156800,162500,162600,161800,159800,160300,160200,163500,165600,168800,167800,171700,170900,172100,169800,170900,171100,171300,171200,172500,174400,176800,180300,184100,186100,184200,179200,175300,177e3,178700,183e3,182700,185300,186900,188700,
394705,"Indianapolis, IN",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128800,128200,134e3,139700,144800,145500,145500,145200,146100,147800,151100,153800,156500,153500,150800,147100,148500,132200,122200,109300,115300,116500,121500,124200,127e3,134500,139200,143500,140200,140600,14e4,141500,141500,144600,147600,148800,146900,146100,143400,144900,142800,144500,145700,147e3,147600,146200,145500,147700,149700,151700,153500,153900,154200,156e3,159500,161800,162600,160800,160800,159100,160400,160400,160200,159200,159200,161100,160400,163700,166600,170900,170200,169600,170200,173e3,173900,175100,173700,
395059,"San Jose, CA",33,67e4,638400,611100,592400,579900,566900,540400,509100,467800,444300,435100,431400,411300,393400,385600,403400,431400,456e3,466200,468800,471200,485600,495100,499400,499300,490800,493800,494700,507e3,514300,516400,513500,510100,507900,503300,485e3,476100,469700,478e3,486900,490600,498400,495600,487500,479700,475400,480700,475900,478900,487600,503200,523100,544300,569100,577700,580800,580500,586300,603e3,609900,617900,621e3,632e3,638600,640700,645600,647900,649300,649600,653600,667900,676200,687700,692100,695900,701300,697600,705300,707300,715500,719800,728200,732800,740800,744e3,748700,756800,769900,787300,805400,805600,804300,796900,808e3,808300,810900,809700,819e3,825e3,824300,829300,829800,837400,841200,841500,833900,837100,849400,868200,866900,865800,872300,885900,897900,920500,939400,962200,995100,1017300,1058600,1096100,1119300,1126300,1095900,1084800,1082500,1075600,109e4,1062300,1051500,
