RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
12447,Los Angeles,California,1,511300,485100,462400,454400,435100,420100,403600,395200,382300,369900,361900,351500,344700,327500,322600,326200,330700,336200,338e3,343400,343800,349800,364600,370600,367200,352200,351600,350400,351700,347400,351e3,35e4,355e3,359500,364600,364400,352700,347200,346e3,347200,343600,339700,337700,332200,329100,328800,337800,339100,338600,336900,338500,345200,351300,360100,372200,375100,381900,395400,412300,422800,420300,429100,442500,458300,465100,467e3,469600,472e3,470700,463100,460200,459100,463e3,461800,465700,463500,463700,463200,464100,469e3,467e3,472700,489500,5e5,503800,493600,491400,494e3,495400,503300,507500,506500,506900,514700,534800,539300,534500,526900,530400,534300,531900,532800,535800,535600,539300,538900,564100,564700,569900,553700,559e3,564600,572500,572700,575200,581800,598500,610300,626600,637600,642200,638700,637500,648400,641700,651100,,,,,
17426,Chicago,Illinois,2,330900,324500,297100,281300,276e3,272500,273300,270500,263200,256800,246800,248400,251900,252100,241400,228300,227e3,229600,231100,229700,235300,233500,236500,228400,227e3,225400,227600,229200,220800,211800,199500,200500,205200,205700,202700,200600,196700,189800,181600,189e3,198700,204800,202700,197600,188100,186100,179800,181e3,178500,184400,186500,193800,199200,206200,212400,206200,205700,195300,200500,198e3,203300,204800,215900,228200,241e3,245700,248300,251200,249900,245500,242e3,255400,259400,261100,253900,256600,255700,257500,260800,263600,264400,259300,261800,264300,269700,271600,267400,262600,255e3,245e3,238700,230300,221600,216500,215600,219700,218600,220900,221700,223800,227700,232600,233600,233600,238600,247500,257300,256400,254100,243600,235900,227300,223100,225500,225900,229700,232700,238800,246500,257e3,277700,279100,275400,260600,264900,266e3,267500,263e3,267300,248300,
6915,San Antonio,Texas,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164e3,163600,165600,165600,166900,166700,169400,171400,173700,172800,172500,172400,173500,174800,174500,178200,176800,178300,175200,175800,178500,179700,180800,177800,178500,178900,18e4,180100,180800,180900,179700,180500,180500,180400,18e4,181200,182e3,182500,182300,185500,186800,189e3,187700,188200,189700,191800,193e3,192100,191800,192e3,193900,199200,201500,201100,
13271,Philadelphia,Pennsylvania,4,109300,109700,111300,109900,108100,110900,114200,117100,115100,111500,107400,101700,101300,108500,111800,113600,108900,115600,121800,125900,130600,128e3,124500,114500,115100,117500,120800,119600,115100,106300,105e3,101800,111800,106300,108900,104500,107100,110200,110400,111600,105300,106200,105800,108e3,104400,105e3,104200,101400,98800,102e3,108600,108e3,107200,109e3,109900,107700,107500,111800,114700,111900,106800,106800,108600,112800,115e3,115400,115900,116800,117500,119100,119300,120800,125e3,123600,122500,118400,117600,119500,118800,121700,119300,119600,118200,112700,113900,114100,118600,119900,120200,120800,123e3,127500,128e3,123500,127600,128400,128300,120200,121500,122500,125100,125400,130100,128700,131300,130800,133400,134700,136100,139400,141500,144200,144100,145900,145900,146400,148700,149500,153100,146900,144100,139300,144e3,143400,143e3,140700,143800,147700,153100,156700,
40326,Phoenix,Arizona,5,223e3,213100,203800,196100,186400,176700,167700,154300,139600,122200,108300,93700,82100,74500,73100,81300,88100,95300,95900,97400,104e3,104900,106100,103700,103200,103600,102200,104100,101400,97700,95300,94100,90400,84700,84300,83700,83300,80100,79200,81400,83400,86900,90100,91800,96300,97900,93700,86800,82200,85400,92700,97100,101600,104800,106600,111400,115100,120100,124100,123500,124100,124100,128700,133800,137400,137800,138200,138e3,136200,136400,137e3,139500,138900,139800,138200,139200,139500,141300,143400,143200,143e3,144600,145300,149200,151300,155400,158600,161500,162500,162400,162700,165100,167600,170100,171700,172600,174200,175900,177600,178e3,177800,179800,182500,185100,187900,187600,190800,191500,194100,193200,193300,194700,197100,2e5,201400,204400,207600,210900,215400,218700,217600,217800,215e3,216900,218400,22e4,220900,219600,221100,217900,214500
18959,Las Vegas,Nevada,6,245300,239300,235800,229700,219900,208600,194400,184400,173900,165600,158200,149500,142400,131e3,124100,120300,119900,118100,116100,117100,118600,121e3,122900,123300,123300,124100,126100,128200,125200,124300,120300,118900,116500,115e3,115e3,113700,111e3,108800,108100,108700,107400,104600,102800,102900,104e3,105500,106500,106400,107900,109700,113100,116900,119400,122100,123600,126300,130100,132900,137e3,139200,143e3,145200,148800,155100,159100,162600,161100,162800,163100,165900,166800,168700,170500,172200,172400,163600,162900,167100,177500,179800,178500,178500,179300,182500,183600,185800,186e3,186200,189e3,188400,190100,188400,191200,192300,197700,200300,200600,198200,196900,199300,199100,199500,198e3,200900,204900,206400,209500,208600,214600,214900,218900,224400,227500,228800,229e3,231800,234800,237500,242900,246900,253700,257100,266200,272500,275100,273900,274200,277e3,279500,278400,282e3
54296,San Diego,California,7,422800,410600,398300,379800,370800,355900,347700,332700,319700,307800,294900,301600,295300,294400,290700,308400,324100,331800,339100,345400,344900,349e3,341400,348e3,347300,352700,348700,344800,348800,349e3,352800,352600,358300,357700,346300,341100,337800,345300,343800,337600,333500,329300,327800,325800,324800,328700,327900,331200,335800,344300,351600,355500,365700,367800,370400,370800,380200,389800,396700,403200,408600,417200,426300,431100,433300,429700,434800,432100,433700,432800,437200,440100,441700,442800,445e3,445600,449400,454100,458900,463600,462200,461500,462100,475200,484200,484900,477e3,475700,479400,480500,472400,466800,47e4,486400,499700,504200,494500,497900,496800,502500,499600,502800,505500,513400,516900,518900,524900,539500,545600,539100,530900,537600,543100,547100,547e3,550300,561100,568600,573800,576200,578900,584900,588600,594200,594300,596700,599300,593e3,583500,577800,
33839,San Jose,California,8,617600,583300,566500,545700,533e3,520800,498600,475400,444600,427900,423100,417e3,396900,370500,359700,368e3,393700,402400,415900,419200,436700,45e4,460200,465900,467300,454e3,455200,449100,457600,454700,457300,455500,452500,450900,450200,439100,43e4,417700,415300,423700,425e3,431100,429300,424900,425100,421800,433600,431700,433500,437300,441e3,451900,466200,493700,508100,514600,518900,525100,542800,548500,557600,563900,580200,593200,598300,599700,601700,606600,610700,616700,622400,626e3,625400,630200,635200,642100,636300,645300,649100,659500,664100,669600,677600,666300,676800,680900,700700,704600,712500,719800,726200,730300,731600,738900,738300,745400,750700,759600,764500,761400,764900,762300,760800,766800,775900,784100,793100,801300,810700,809800,809200,813700,825300,835700,850600,874600,907400,954600,975700,1015500,1036e3,1060900,1058100,1042600,1019100,1004e3,997e3,1011300,993700,99e4,965700
10221,Austin,Texas,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267300,266600,267200,273600,277200,279300,284200,285100,282200,279400,28e4,291500,295900,297900,293700,288600,289700,288600,292900,296200,300400,302300,304500,303800,303900,304e3,311800,315100,314500,314e3,317100,317700,315200,316700,317300,325800,330100,333700,328700,325300,328900,342800,342600,345900,335200,334400,334e3,335e3,339200,341700,348900,355900,359700,357600,363200,
25290,Jacksonville,Florida,10,181400,174500,152600,145e3,141300,140400,134700,128600,126800,124700,126400,134200,136500,131200,114200,108500,108200,110700,109e3,104800,106700,107100,108900,113800,116e3,114500,103e3,98200,97200,92800,85700,80400,86500,91100,93500,95200,94600,93100,84100,83600,83e3,85900,82e3,81800,81400,86600,83300,86100,82600,84800,78800,76500,75e3,75500,77100,74700,76300,78100,85400,87100,86300,82500,80200,76300,74300,78300,81800,85600,84100,84500,83700,83300,82800,81900,76800,75100,77900,79200,80600,81800,83800,84600,79200,79200,77400,80200,84200,9e4,95e3,94900,98100,96900,92800,90300,91900,107900,108800,114100,109100,114e3,112300,110600,108500,110600,111400,112300,116400,137500,146800,147100,130300,124800,121600,123e3,119700,118600,118500,123200,131900,144500,155800,155500,145600,140200,141500,142500,143800,139300,138100,132800,
20330,San Francisco,California,11,788400,784400,785800,781500,791100,793800,797600,757100,716400,703800,681e3,675200,636600,643200,641e3,667600,694700,707200,710900,706500,698200,711700,697900,688600,667500,673100,677e3,674300,688e3,700700,708600,693300,689700,686200,669700,648300,639200,640900,663200,664800,692e3,697600,702300,686100,659800,653700,644300,653500,65e4,666200,679700,699100,714200,732900,759900,778100,781e3,785800,773300,773300,771700,791400,819e3,824300,838900,849700,874400,875500,873100,872e3,899100,913800,932100,910800,914700,931100,964400,982500,984e3,995800,1015700,1021500,1021400,1040900,107e4,1107500,1138200,1138900,1137100,1101400,1104200,1105800,1129700,1151900,1175e3,1175300,1158300,1152500,1153400,1159900,1158600,1159300,1158700,1179400,1177800,1203100,1118800,1127900,1109700,1175900,1185500,1208100,1222e3,1239700,1255e3,1275500,1281500,1279500,1266800,1271900,1293500,1319300,1339e3,1328200,1329100,1341e3,1368800,1364600,1326900,1330800,
18172,Fort Worth,Texas,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178300,178800,178800,179700,182400,183300,184200,184400,187300,188e3,189900,189800,191200,190100,192100,194e3,196100,197200,196900,199500,202500,205800,206200,206200,210200,212700,214500,207700,210600,210300,214400,212500,
10920,Columbus,Ohio,13,115900,110400,113e3,112100,111600,106500,103100,100500,96e3,89700,92e3,91500,91600,88e3,91200,98900,105700,111300,115200,117800,118200,110800,100700,99800,102e3,103700,102e3,105400,100500,90300,78400,79900,81900,87300,86e3,81700,76200,75600,76100,79800,82e3,89800,89100,86700,82900,85100,87e3,84700,83500,87e3,97100,104300,109900,108500,107300,104600,103e3,100300,106e3,104100,103700,95900,1e5,106700,112900,117200,114200,109400,107600,106400,111100,112500,115800,118200,118e3,122800,122600,124200,121500,124e3,124e3,124100,121100,146e3,146300,146800,123900,125300,125100,124200,122700,122800,121500,119e3,120200,125800,131600,133700,133300,133300,134800,136400,139400,142500,144400,146300,149700,149500,148e3,143300,142400,143300,145200,147300,147400,147700,148700,150900,154600,158700,157e3,152800,146400,148500,15e4,153300,153700,155400,157e3,158600,
7481,Tucson,Arizona,14,194300,193200,193100,185100,180400,175400,175e3,171500,168e3,166700,162300,161600,154400,153100,150100,149500,149600,149100,152900,150500,151100,147300,150200,146400,146400,145200,145300,140500,137400,136e3,138200,133800,130400,127e3,126800,125800,122900,120800,118400,116200,113300,112200,111900,109900,111400,113400,119200,118500,119500,121100,123900,126700,126100,132500,135700,136500,134500,143300,148900,149300,141100,141100,143e3,147300,147400,149100,146600,146500,147900,150900,151500,150600,152700,153500,153400,150800,151500,151800,152e3,152100,148400,145100,142400,144100,147600,148300,149900,147500,148300,147500,148900,151300,152400,154800,154500,157900,158100,159800,160100,162100,162600,164500,164500,163800,164e3,164900,168900,171300,171200,171300,171100,172700,169200,167500,172400,173700,18e4,180600,187600,189800,190100,195100,194900,194500,189400,187600,189e3,190200,192300,191800,
17933,El Paso,Texas,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122600,122300,129e3,132600,133400,133400,134500,136200,132400,131900,131700,13e4,131300,132200,134600,134400,130800,129300,129900,130800,131100,128900,129600,129400,129600,132900,131500,131500,127600,128400,127500,127500,127200,128300,128300,129400,130700,130900,131600,130600,128600,128500,127600,128900,131e3,130600,131400,130200,129400,128800,128600,130800,134800,135400,137100,136100,138200,139800,138700,137700,134900,135900,139300,139100,14e4,138100,138600,139300,139800,142700,144200,142400,141200,140100,141100,142400,141300,144800,146500,
13121,Orlando,Florida,16,222700,219300,205200,199200,193400,197100,189e3,183600,174400,168100,16e4,153400,140200,124900,107900,102200,98800,102300,100300,105300,102e3,106500,96500,94300,90600,91400,91800,88500,88700,87100,84900,85e3,82500,80200,76500,75800,81800,85700,88700,87800,90100,90200,91300,90100,101300,102300,103700,98700,100900,99500,96700,101800,108200,114400,110200,112e3,111500,115500,120600,127800,133200,131300,127600,126200,129800,138800,144200,144700,143100,142400,143600,144e3,145800,148600,153400,156e3,156400,155100,151700,153500,149e3,147900,147400,157100,167e3,173500,174400,175400,175900,178100,181600,186500,188100,187300,188100,190600,196600,197100,199300,201500,205800,207200,207500,206700,209200,213e3,217100,216300,214400,214600,215600,217e3,217500,219600,216400,218600,214900,220900,224600,236500,237300,235600,227e3,227500,226900,231100,226900,227100,224400,230500,
11093,Denver,Colorado,17,190300,186800,179400,170300,168600,171600,170600,167300,159500,153100,144e3,143500,146800,156600,163400,173700,179400,186500,190400,197e3,201e3,198600,195200,201800,201400,197800,189600,191500,202100,202800,206900,208100,209100,210300,204300,207700,201700,202100,199500,204100,205800,206600,206900,209e3,210900,211300,212e3,208400,209600,207600,215300,225300,238e3,244200,247500,247200,253200,251200,249300,245300,247200,254200,257e3,258500,259e3,260900,267800,271900,27e4,259600,255500,256e3,260900,258900,263100,264800,269700,268400,270800,272500,276400,279800,284700,294800,303900,308100,306400,303800,304200,304400,307100,309200,316100,317100,327100,328900,334700,331600,330700,332400,339300,343800,346300,345900,35e4,357600,359500,364300,362500,366500,363600,368e3,368800,379e3,383400,394e3,394900,398e3,402200,413500,414600,412600,407600,409800,409300,407500,414500,416300,420300,415600,
16037,Seattle,Washington,18,410700,410700,412100,410400,401800,397100,396800,399300,395100,398600,399300,395100,377100,360900,356600,357900,360600,363900,368800,376900,371700,376200,381100,387500,384500,376900,377100,372200,376500,385300,398e3,392400,383300,378400,386400,388900,381600,373400,363300,356400,356100,359600,367500,359600,354400,348e3,346200,347700,351500,370600,381100,383800,378400,379400,386e3,390500,394300,398400,396e3,398800,403500,407600,41e4,405100,409500,410300,418200,420700,425300,423900,427800,426e3,419400,414200,416100,425200,429600,428100,433400,438800,437800,438700,437400,443600,442300,453700,459500,469500,462900,475700,475100,483e3,485e3,503600,514200,517100,514600,520400,526400,534700,526900,529200,529800,546400,555400,562700,571600,581900,592e3,600300,604800,613600,626400,639100,646600,649e3,651700,66e4,678800,698500,706e3,712500,716100,711e3,699e3,689600,699100,701500,701e3,695500,
32811,Memphis,Tennessee,19,72700,71400,67100,65200,62900,62e3,61100,59900,56400,53700,53400,56400,55200,53e3,46800,48100,48500,55200,59500,61800,64500,64400,63700,58900,54400,57300,58e3,60300,55200,53600,51100,50700,55200,59500,63200,64300,61700,56800,50100,48800,49500,50900,55500,57900,57e3,57400,57400,60400,56600,56200,54300,53400,53600,55400,58e3,61e3,61600,65200,67800,70500,69900,67200,64900,66300,70400,71700,71700,71300,71300,72100,72e3,77500,81300,80500,79400,76100,86300,85200,86400,86100,87400,91100,84400,86300,85300,87300,85100,85800,84700,88500,88800,88900,86100,84300,84600,84700,83700,87100,90100,94400,93400,92900,90500,90900,92800,93800,94100,93600,94300,95800,98200,98100,97400,97700,101200,102500,105800,106200,108800,106500,102800,100900,101500,105100,104600,102e3,98600,97e3,96200,96200,
44269,Boston,Massachusetts,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391200,394300,391600,387200,394300,398400,400400,394600,395900,413700,416500,420900,41e4,416700,421200,425300,437400,439700,447300,442900,441100,442100,441200,446600,448400,448300,444200,441900,442400,451e3,455600,461900,477800,486300,489100,486400,485200,492200,496200,504100,509700,514200,512400,504500,503100,504100,518900,515200,537300,542200,553200,545500,535300,531200,527900,547300,554700,558500,562900,564700,571100,566e3,566700,568300,578300,586300,595900,579700,602700,592700,621e3,607900,627600,624200,628900,628300,622400,633300,627700,
41568,Washington,District of Columbia,21,391700,391800,389500,390200,396800,391e3,392800,375900,379600,368100,370400,363900,365900,367500,365300,369300,364700,361500,358300,350300,354200,348300,362400,352300,343500,337300,347100,349e3,348500,364600,382500,383500,383900,389400,406700,388900,376200,359600,360400,37e4,364300,370800,37e4,377600,373400,373400,373500,374e3,363e3,364400,378800,392100,4e5,402700,410600,415500,416700,423600,434100,447500,440600,440900,432800,438700,441200,444500,456400,451400,457100,452600,455200,448500,449600,456100,466800,473700,479200,478500,472700,473600,478400,476400,482200,478400,491e3,490300,495e3,500100,494200,497700,493e3,497800,496900,500900,496100,508300,505200,512700,508200,506600,509400,515100,522e3,532900,529500,531400,534100,534500,543e3,535400,533500,527e3,528200,522e3,521300,517600,515300,514600,512100,518600,518400,527600,529700,525100,525300,520500,518100,519100,536900,544100,
6118,Nashville,Tennessee,22,148400,145600,144500,146400,146400,147e3,142500,143600,140600,143100,141900,144400,142e3,141500,139500,140700,142900,143200,141900,141e3,139700,140500,141900,141900,144e3,140800,141e3,138800,136700,138400,137600,140400,138100,140600,142600,139700,135e3,131600,133300,136400,137800,144800,140600,137900,132400,137600,138200,139100,136700,136200,138400,142200,144900,147300,147300,149e3,146800,151200,148500,147900,144600,150200,154400,157100,161700,163600,164700,164200,166900,166800,168300,172100,173900,178500,175200,176800,172700,173300,173300,172500,174100,179e3,180800,183700,183600,185800,185700,185700,183900,186800,187900,193600,194400,194100,197400,199100,201800,202900,205100,209600,213200,214200,215700,218700,22e4,223900,226300,228900,229200,228900,231800,231700,232400,234e3,240200,242700,244e3,243900,247400,252700,257200,261200,259200,259600,258e3,259900,256100,258600,261200,270200,
13373,Portland,Oregon,23,289900,281e3,278300,279e3,283400,283900,277900,278300,271400,275100,269300,271500,260800,256700,250300,248900,246400,247500,247800,251200,249200,254900,251200,256800,253600,256700,250500,250900,249700,26e4,261e3,258700,251900,256500,260700,256200,245500,234400,231800,232200,241400,244800,247e3,243300,245600,241500,244600,244100,247800,243900,246800,254700,260600,263e3,263400,268100,267300,265500,266200,267500,271500,274300,276400,280300,284800,290200,293500,296500,300500,302e3,295100,296200,295e3,302700,298e3,299200,297400,303600,306100,309e3,311800,312e3,313200,316900,319700,323e3,320500,322300,327800,327700,326200,323e3,325e3,339100,344700,349900,346200,349900,358800,364900,366400,368700,368800,374e3,373100,377500,381200,384e3,386200,385600,391e3,389e3,391900,388400,393700,395500,398100,397800,402500,413600,423100,423400,416500,414700,412100,413200,407700,406700,402400,405200,407e3
20288,Sacramento,California,24,206500,187500,172100,163100,156900,149600,142500,136e3,13e4,126300,123100,118600,117300,113200,115400,117500,122700,126e3,126800,128900,131800,135300,137100,139100,137100,138100,137400,138300,135700,131800,129300,129700,13e4,130100,127800,122800,117900,116700,116500,116600,114400,114500,114200,112700,117800,119700,122800,122100,122200,121700,121500,124200,128300,130400,134500,138400,142500,146400,152100,158400,161700,161700,166500,170300,177100,179600,183600,183500,189900,196e3,199100,196100,195600,200700,203700,205600,204200,206200,209100,210900,212500,208400,209600,216900,221700,226900,225800,229300,228200,228600,229300,234e3,233400,237700,239900,247600,254200,253300,251400,249100,254300,256900,258100,26e4,268100,267e3,271600,265e3,268900,268800,270700,271600,273e3,276400,277700,281900,281500,287100,296900,305900,312800,305900,306300,304e3,310100,314800,321500,323900,321300,315100,
3523,Baltimore,Maryland,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98100,100900,11e4,108500,116300,116400,115900,96200,90800,91500,96100,100700,103600,108700,108800,104e3,104800,97400,97e3,96300,106300,111600,113300,104e3,102900,106400,116700,119300,132300,132900,133100,119400,121400,135e3,137300,134300,119200,116800,115200,116800,120300,122100,124100,114600,112400,121600,130200,128300,115e3,113100,116600,118400,126900,125100,124900,
5976,Milwaukee,Wisconsin,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97700,98600,104400,106900,109700,110500,111200,112900,110600,109e3,107400,112400,114200,117600,121300,124e3,124700,122400,122300,122300,117200,118200,121600,13e4,130400,132500,14e4,139600,137700,125500,125500,124500,125200,126200,125700,127e3,126800,
18203,Fresno,California,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120600,121700,123600,125400,123200,123300,120100,125e3,124800,131e3,130600,130800,134100,135100,138200,138500,143900,147600,148200,152300,153600,157200,158e3,160300,162500,162100,167700,171700,171700,171400,174300,177700,179900,174800,175e3,171e3,176e3,177400,178100,176500,187400,195600,199400,191500,188400,189800,191800,196300,194100,194e3,190200,194600,195400,195100,195700,197700,202200,204200,204700,206800,206500,212e3,212700,215700,218400,218700,218300,213900,215200,221200,225300,228500,233e3,234900,245500,240500,241e3,240800,245800,248600,247300,252700,252200,249100,241900,240700,240100,240400,
40152,Omaha,Nebraska,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130200,130400,130400,132800,136100,135700,134e3,131100,130900,129400,129e3,129e3,129200,131e3,131800,134e3,132800,134300,135500,137400,136e3,133e3,131200,132900,137700,139500,137800,135700,133800,134800,133600,133800,133500,134100,137e3,137400,138200,138800,139e3,138200,136400,136400,137500,139300,138e3,138200,137300,140200,14e4,139500,139800,140800,141600,141600,141900,142500,143200,144100,145100,145900,146100,149200,149300,151600,150600,152800,153400,153900,150700,150700,146300,149700,150100,155100,155e3,155400,159200,159400,159300,160100,161600,163e3,159200,159200,16e4,162e3,164700,164900,166900,166500,166100,168100,169200,171700,17e4,169700,170700,174700,178300,,
23429,Albuquerque,New Mexico,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174100,174600,175800,177500,178300,178300,176900,177400,177500,178e3,176500,175600,174900,175900,18e4,182800,182700,181500,180400,182200,178700,181600,181500,186200,186400,188100,187500,185700,184500,184e3,185600,185600,181300,179400,179600,185600,187900,187800,186600,186400,191200,191800,192700,188700,19e4,19e4,191400,194200,194500,192600,189500,188900,194800,195100,197100,191800,194300,193300,194900,196400,198e3,199e3,200700,202300,202500,200700,199300,201600,
54047,Raleigh,North Carolina,30,182400,178800,175900,172900,173800,175900,174700,174500,173e3,172200,175900,178900,181600,176100,169700,166400,166500,172300,173200,171100,172500,173900,182200,177700,179100,177400,174200,177500,175200,175400,174700,176900,187700,189600,191800,187700,183500,181400,181100,184800,180700,190800,184800,185300,175700,186400,184500,187800,180500,187400,181400,178e3,175300,178300,183700,176e3,180300,178e3,188800,183300,183200,182100,179e3,176600,177800,184200,190800,190800,187100,190800,187300,188600,182300,186100,186800,186100,184700,184e3,185100,183400,186600,190100,194400,194400,198900,201800,206800,207700,212200,214800,214500,215200,211e3,211200,212400,215400,215300,213100,213700,218300,219500,219800,218200,212300,215200,215e3,226e3,229100,230400,233800,232700,233500,230600,228400,228300,228400,235500,238500,242400,247800,253500,254500,249300,250200,252800,251400,252200,245600,253400,251700,
19331,Mesa,Arizona,31,204700,200400,192700,185400,176600,170600,166600,163100,155600,147500,141300,136700,131700,128200,126600,123600,119200,117500,121e3,126700,128800,129800,128600,129400,128900,130500,127100,125400,120100,118900,117900,118400,115600,112700,107200,106700,107300,107600,105300,100600,100300,98200,101200,105100,111400,112400,110300,109600,113600,117200,120500,121800,126800,134900,135200,134400,132700,136300,138900,141100,146e3,149100,150500,152100,154e3,153400,152700,153600,156800,159400,159800,159500,158700,159e3,160300,158600,158500,158500,162500,164300,164900,165400,165600,167600,168800,170800,172e3,173400,172200,174700,177200,181400,185300,186100,188100,186900,188400,188600,189800,189100,192200,197600,200400,201700,200200,203e3,205300,209800,213800,217800,217200,218400,218100,220800,224100,225700,227300,228700,232100,234500,232e3,232300,228800,229100,231900,238100,243100,240400,236800,232800,
37211,Atlanta,Georgia,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196600,196600,197e3,197300,204700,204100,208600,208200,214800,212900,213200,211500,215600,218900,220900,218800,216800,215100,220800,223700,221800,222300,223500,233700,229700,228800,222100,227600,227100,231600,233400,236300,228800,224e3,
46298,Long Beach,California,33,450500,443900,434800,411e3,384700,367500,347600,339100,330200,319700,301e3,294200,297500,305300,291100,295800,304100,321e3,323e3,311300,317900,311400,327100,306e3,314100,305200,315700,307500,302300,300200,295900,313300,321300,325200,310900,313300,318800,322500,317600,312400,299900,286600,282700,276300,285100,282e3,283900,277800,291e3,296300,302100,293600,303600,304600,326700,326200,348800,345e3,360700,354400,353900,356700,363900,375400,376100,383400,384500,397500,399900,41e4,411100,411500,410100,409300,407300,398500,394200,391700,401400,407e3,409600,407300,409500,418300,426e3,429300,433400,440800,446800,451800,442200,440400,442900,459700,463e3,477500,483600,484600,475300,460700,466300,461300,469400,461900,489e3,483700,484400,459200,462500,468700,463100,471300,476700,486e3,486500,488600,510200,509900,533100,546100,555400,529200,505700,505500,520300,539200,534600,547800,,,
4172,Colorado Springs,Colorado,34,190600,189500,188200,186400,190800,190600,190100,183900,182400,178900,175e3,170100,170200,169e3,170100,170100,174900,183500,185300,184900,181300,182900,177400,172300,171100,170900,171500,169400,175800,181400,184e3,182900,181e3,181700,177500,177200,172600,170400,164900,161500,166900,169300,171800,171e3,169500,169900,163900,164e3,164600,172100,176e3,178600,183500,183600,182400,180300,185500,185300,182500,180300,186e3,191300,189800,191200,193100,196800,196200,194100,194900,194700,196200,190400,191300,189200,193800,196e3,199500,201600,202500,202900,202400,203500,206600,208900,207500,208200,212400,215100,214700,211600,211900,213700,216300,218200,219e3,223100,225200,226600,225700,225200,226900,228900,232600,234700,234200,234600,234400,236400,242e3,245900,249600,247100,247100,247400,248900,253500,258100,262100,260900,263600,272200,281600,288300,288500,288600,286600,288900,291100,293900,289500,
41515,Virginia Beach,Virginia,35,24e4,238600,236800,237800,236600,238800,239e3,235e3,230900,226100,227600,229e3,231e3,231300,230400,228400,227900,227200,230500,229400,225700,224200,229800,234300,232900,227700,226200,228100,229100,232500,233400,232600,229400,226900,223200,223e3,217200,214700,207900,205400,203700,208e3,213900,217e3,215500,213300,210700,212900,213500,215700,217100,218900,220400,22e4,224600,228200,228100,220700,220400,220800,222600,221900,219600,227700,228700,233400,225900,225900,222800,225700,224600,224100,225e3,225700,227600,225900,224800,224900,226200,228400,229300,227800,227300,230800,232800,233500,230600,231700,233800,233e3,238200,235500,236400,233400,238100,239700,238800,237600,237300,237700,236900,238500,240200,242200,242300,241900,241800,246e3,246900,247800,244500,246300,246700,245800,244e3,242800,243100,239600,245800,249600,256500,254500,256100,255e3,253500,252e3,254500,256800,257200,251700,
